Region,TimeDiff,R1-OCC,R1Light,R1-Temp,"R1_Corr(O,Temp)",R2-OCC,R2Light,R2-Temp,"R2_Corr(O,Temp)",R3-OCC,R3Light,R3-Temp,"R3_Corr(O,Temp)",R4-OCC,R4Light,R4-Temp,"R4_Corr(O,Temp)",R5-OCC,R5Light,R5-Temp,"R5_Corr(O,T)"
2,8,7,0,22.19,1,-6,0,22.06,1,5,0,21.62,0.5,2,1,23.75,1,2,0,24.19,1
2,8,7,0,22.19,1,-6,0,22.06,1,5,0,21.62,0.5,2,0,23.75,1,2,0,24.19,1
4,160,6,0,22.19,1,-6,0,22.06,1,5,0,21.62,0.5,3,0,23.75,1,3,0,24.19,1
4,30,7,0,22.12,1,-6,0,22.06,1,5,0,21.62,0.5,2,0,23.62,1,2,1,24.25,1
2,38,6,0,22.19,1,-5,0,22.06,1,5,0,21.62,0.5,2,0,23.56,1,2,0,24.25,1
3,68,6,0,22.19,1,-6,0,22.06,1,6,0,21.62,0.5,2,0,23.56,1,2,0,24.25,1
3,7,6,0,22.19,1,-6,0,22.06,1,6,0,21.62,0.5,2,0,23.56,1,2,0,24.25,1
3,3,6,0,22.19,1,-6,0,22.06,1,6,0,21.62,0.5,2,0,23.56,1,2,0,24.25,1
2,14,7,0,22.19,1,-7,0,22.06,1,6,0,21.62,0.5,2,0,23.56,1,2,0,24.25,1
4,52,6,0,22.19,1,-7,0,22,1,6,0,21.69,0.5,3,1,23.62,1,3,0,24.19,1
4,66,7,0,22.25,1,-7,0,22.06,1,6,0,21.69,0.5,2,0,23.62,1,2,0,24.19,1
2,104,6,0,22.25,1,-6,0,22.06,1,6,0,21.69,0.5,2,0,23.62,1,2,0,24.19,1
2,7,6,0,22.25,1,-6,0,22.06,1,6,0,21.69,0.5,2,0,23.62,1,2,0,24.25,1
4,14,5,0,22.25,1,-6,0,22.06,1,6,0,21.69,0.5,3,0,23.62,1,3,1,24.25,1
4,244,4,0,22.37,1,-6,0,22.12,1,6,0,21.56,0.5,4,0,23.81,1,4,0,24.25,1
4,0,4,0,22.37,1,-6,0,22.12,1,6,0,21.56,0.5,4,0,23.81,1,4,0,24.25,1
4,318,3,0,22.62,1,-6,0,22.25,1,6,0,21.56,0.5,5,0,24,1,5,0,24.25,1
4,8,3,0,22.62,1,-6,0,22.25,1,6,1,21.56,0.5,5,0,24,1,5,1,24.25,1
4,0,3,0,22.62,1,-6,0,22.25,1,6,0,21.56,0.5,5,0,24,1,5,0,24.25,1
4,784,4,0,22.69,1,-6,0,22.37,1,6,0,21.5,0.5,4,0,24,1,4,0,24.31,1
2,1367,3,0,22.62,1,-5,0,22.37,1,6,0,21.5,0.5,4,0,24,1,4,0,24.31,1
3,1480,3,0,22.62,1,-6,0,22.37,1,7,0,21.5,0.5,4,0,24,1,4,0,24.31,1
3,12,3,0,22.62,1,-5,0,22.37,1,6,0,21.56,0.5,4,0,24,1,4,1,24.31,1
3,8,3,0,22.62,1,-5,0,22.37,1,6,0,21.56,0.5,4,0,24,1,4,0,24.31,1
2,22,4,0,22.62,1,-6,0,22.37,1,6,0,21.56,0.5,4,0,24,1,4,0,24.31,1
4,48,3,0,22.69,1,-6,0,22.31,1,6,0,21.56,0.5,5,0,24,1,5,0,24.31,1
2,15,2,0,22.69,1,-5,0,22.31,1,6,0,21.56,0.5,5,0,24,1,5,0,24.31,1
3,19,2,0,22.69,1,-6,0,22.31,1,7,0,21.56,0.5,5,0,24,1,5,0,24.31,1
3,1,2,0,22.69,1,-6,0,22.31,1,7,0,21.62,0.5,5,0,24,1,5,0,24.31,1
2,9,2,0,22.69,1,-6,0,22.31,1,7,0,21.62,0.5,5,0,24,1,5,1,24.31,1
4,12,1,0,22.69,1,-6,0,22.31,1,7,0,21.62,0.5,6,0,24,1,6,0,24.31,1
4,6,1,0,22.69,1,-6,0,22.31,1,7,0,21.62,0.5,6,0,24,1,6,0,24.31,1
2,10,0,0,22.69,1,-5,0,22.31,1,7,0,21.62,0.5,6,0,24,1,6,0,24.31,1
4,3,0,0,22.69,1,-5,0,22.31,1,7,0,21.62,0.5,6,0,24,1,6,1,24.31,1
4,1,0,0,22.69,1,-5,0,22.31,1,7,0,21.62,0.5,6,0,24,1,6,0,24.31,1
2,43,1,0,22.69,1,-6,0,22.31,1,7,0,21.69,0.5,6,0,23.81,1,6,0,24.31,1
2,7,1,0,22.69,1,-6,0,22.31,1,7,0,21.69,0.5,6,0,23.81,1,6,0,24.31,1
4,51,2,0,22.69,1,-6,0,22.31,1,7,0,21.69,0.5,5,0,23.81,1,5,0,24.31,1
5,1958,2,0,22.75,1,-6,0,22.31,1,7,0,21.69,0.5,4,0,23.81,1,4,1,24.31,1
3,85,2,0,22.75,1,-5,0,22.31,1,6,0,21.69,0.5,4,0,23.81,1,4,1,24.31,1
3,1,2,0,22.75,1,-5,0,22.31,1,6,0,21.69,0.5,4,0,23.81,1,4,0,24.31,1
2,22,3,0,22.75,1,-6,0,22.31,1,6,1,21.69,0.5,4,0,23.81,1,4,0,24.31,1
4,21,4,0,22.75,1,-6,0,22.31,1,6,0,21.69,0.5,3,0,23.81,1,3,0,24.31,1
6,6063,4,0,22.75,1,-6,0,22.31,1,6,0,21.69,0.5,3,0,23.75,1,3,0,24.31,1
5,27,4,0,22.81,1,-6,0,22.31,1,6,0,21.69,0.5,2,0,23.75,1,2,1,24.31,1
5,13,4,0,22.81,1,-6,0,22.31,1,6,0,21.75,0.5,3,0,23.75,1,3,0,24.31,1
5,30,4,0,22.87,1,-6,0,22.37,1,6,0,21.75,0.5,4,0,23.75,1,4,0,24.25,1
5,28,4,0,22.81,1,-6,0,22.37,1,6,0,21.75,0.5,3,0,23.81,1,3,1,24.31,1
5,5,4,0,22.81,1,-6,0,22.37,1,6,0,21.75,0.5,3,0,23.87,1,3,0,24.31,1
4,128,5,0,22.87,1,-6,0,22.44,1,6,1,21.62,0.5,2,0,23.94,1,2,0,24.31,1
2,129,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,2,0,23.94,1,2,0,24.31,1
4,4,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,2,0,23.94,1,2,1,24.31,1
4,6,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,2,0,23.94,1,2,0,24.25,1
4,0,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,2,0,23.94,1,2,0,24.25,1
4,0,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,2,1,23.94,1,2,1,24.25,1
5,48,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,1,0,23.94,1,1,0,24.25,1
4,4,4,0,22.87,1,-5,0,22.44,1,6,0,21.62,0.5,1,0,23.94,1,1,0,24.25,1
4,4,4,0,22.87,1,-5,0,22.5,1,6,0,21.62,0.5,1,0,23.87,1,1,0,24.25,1
6,142,4,0,22.87,1,-5,0,22.5,1,6,0,21.62,0.5,1,0,23.87,1,1,0,24.25,1
6,2,4,0,22.87,1,-5,0,22.5,1,6,0,21.62,0.5,1,0,23.87,1,1,0,24.25,1
6,1,4,0,22.87,1,-5,0,22.5,1,6,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
5,15,4,0,22.87,1,-5,0,22.5,1,6,0,21.69,0.5,0,0,23.87,1,0,0,24.25,1
6,6,4,0,22.87,1,-5,1,22.5,1,6,0,21.69,0.5,0,0,23.87,1,0,0,24.25,1
5,12,4,0,22.87,1,-5,0,22.5,1,6,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
6,23,4,0,22.94,1,-5,0,22.44,1,6,0,21.69,0.5,1,1,23.87,1,1,0,24.25,1
6,2,4,0,22.94,1,-5,0,22.44,1,6,0,21.69,0.5,1,1,23.87,1,1,0,24.25,1
5,20,4,1,22.94,1,-5,0,22.44,1,6,0,21.69,0.5,2,0,23.87,1,2,0,24.25,1
4,47,5,0,22.94,1,-5,0,22.44,1,6,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
2,68,4,0,22.94,1,-4,0,22.44,1,6,0,21.69,0.5,1,0,23.87,1,1,1,24.25,1
2,2,4,0,22.94,1,-4,0,22.44,1,6,1,21.69,0.5,1,0,23.87,1,1,0,24.25,1
4,5,4,0,22.94,1,-4,0,22.44,1,6,0,21.69,0.5,1,0,23.87,1,1,1,24.25,1
3,200,4,0,22.94,1,-5,0,22.44,1,7,0,21.69,0.5,1,0,23.87,1,1,1,24.25,1
4,10,4,0,22.94,1,-5,0,22.44,1,7,0,21.69,0.5,1,1,23.87,1,1,0,24.25,1
2,16,3,0,22.87,1,-4,0,22.44,1,7,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
3,16,3,0,22.87,1,-3,0,22.44,1,6,1,21.69,0.5,1,0,23.87,1,1,0,24.25,1
2,2,3,0,22.87,1,-3,0,22.44,1,6,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
4,9,3,0,22.87,1,-3,0,22.44,1,6,1,21.69,0.5,1,0,23.87,1,1,0,24.25,1
4,2,3,0,22.87,1,-3,0,22.44,1,6,0,21.69,0.5,1,1,23.87,1,1,0,24.25,1
4,0,3,0,22.87,1,-3,0,22.44,1,6,0,21.69,0.5,1,0,23.87,1,1,0,24.25,1
4,10,3,0,22.81,1,-3,0,22.5,1,6,0,21.69,0.5,1,1,23.87,1,1,1,24.25,1
2,17,2,0,22.81,1,-2,0,22.5,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
3,19,2,0,22.81,1,-3,0,22.5,1,7,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
3,12,2,0,22.81,1,-2,0,22.5,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
3,9,2,0,22.81,1,-2,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
2,22,3,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,1,24.25,1
4,28,4,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,0,0,23.94,1,0,0,24.25,1
5,76,4,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
5,0,4,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
2,8,4,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
4,6,4,1,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
5,4,4,0,22.81,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
5,8,4,0,22.87,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
5,3,4,0,22.87,1,-3,0,22.56,1,6,0,21.69,0.5,1,0,23.94,1,1,0,24.25,1
4,27,3,0,22.81,1,-3,0,22.56,1,6,0,21.75,0.5,2,0,23.94,1,2,0,24.25,1
4,12,4,0,22.87,1,-3,0,22.56,1,6,0,21.75,0.5,1,0,23.94,1,1,0,24.25,1
4,5,4,0,22.87,1,-3,0,22.56,1,6,1,21.75,0.5,1,1,23.94,1,1,0,24.25,1
2,50,3,0,22.87,1,-2,0,22.56,1,6,0,21.75,0.5,1,0,23.94,1,1,1,24.25,1
3,60,3,0,22.81,1,-3,0,22.56,1,7,1,21.75,0.5,1,0,23.94,1,1,0,24.25,1
4,9,3,0,22.81,1,-3,0,22.56,1,7,0,21.75,0.5,1,0,23.94,1,1,0,24.25,1
4,1,3,0,22.81,1,-3,0,22.56,1,7,0,21.81,0.5,1,1,23.94,1,1,0,24.25,1
3,8,3,0,22.81,1,-3,0,22.56,1,7,0,21.81,0.5,1,0,23.94,1,1,0,24.25,1
2,10,4,0,22.81,1,-4,0,22.56,1,7,0,21.81,0.5,1,0,23.94,1,1,0,24.25,1
2,7,4,0,22.87,1,-4,0,22.56,1,7,0,21.81,0.5,1,0,23.94,1,1,0,24.25,1
3,7,4,0,22.87,1,-4,0,22.56,1,7,0,21.81,0.5,1,0,23.94,1,1,0,24.25,1
4,30,3,0,22.87,1,-4,0,22.5,1,7,0,21.81,0.5,2,1,24,1,2,0,24.25,1
5,79,3,0,22.87,1,-4,0,22.5,1,7,0,21.81,0.5,1,0,24,1,1,0,24.25,1
5,4,3,0,22.81,1,-4,0,22.5,1,7,0,21.81,0.5,1,0,24,1,1,1,24.25,1
5,43,3,0,22.81,1,-4,0,22.5,1,7,0,21.81,0.5,2,0,24,1,2,0,24.25,1
5,61,3,0,22.87,1,-4,0,22.5,1,7,0,21.75,0.5,3,0,24.12,1,3,0,24.25,1
2,194,2,0,22.87,1,-3,0,22.5,1,7,0,21.75,0.5,3,0,24.19,1,3,0,24.25,1
2,21,3,0,22.94,1,-4,0,22.5,1,7,0,21.75,0.5,3,1,24.19,1,3,0,24.25,1
4,203,2,0,22.94,1,-4,0,22.44,1,7,0,21.75,0.5,4,1,24.19,1,4,0,24.25,1
3,265,2,0,22.94,1,-3,0,22.37,1,6,0,21.75,0.5,4,1,24.12,1,4,0,24.25,1
2,53,3,0,22.94,1,-4,0,22.37,1,6,0,21.75,0.5,4,1,24.12,1,4,0,24.25,1
2,13,2,0,22.94,1,-3,0,22.44,1,6,0,21.75,0.5,4,1,24.12,1,4,0,24.25,1
2,10,3,0,22.94,1,-4,0,22.44,1,6,0,21.75,0.5,4,1,24.12,1,4,0,24.31,1
2,9,3,0,22.94,1,-4,0,22.5,1,6,0,21.75,0.5,4,1,24.19,1,4,0,24.31,1
3,37,3,0,23,1,-5,0,22.5,1,7,0,21.75,0.5,4,1,24.19,1,4,0,24.31,1
4,83,2,0,23,1,-5,0,22.5,1,7,0,21.75,0.5,5,0,24.19,1,5,0,24.31,1
4,51,3,0,23,1,-5,0,22.56,1,7,0,21.81,0.5,4,1,24.19,1,4,0,24.25,1
4,0,3,0,23,1,-5,0,22.56,1,7,0,21.81,0.5,4,1,24.19,1,4,0,24.25,1
4,0,3,0,23,1,-5,0,22.56,1,7,0,21.81,0.5,4,1,24.19,1,4,1,24.25,1
5,229,3,0,23,1,-5,0,22.56,1,7,0,21.75,0.5,3,1,24.19,1,3,1,24.25,1
4,34,4,0,23.06,1,-5,0,22.56,1,7,0,21.75,0.5,2,1,24.25,1,2,0,24.25,1
4,49,5,0,23.06,1,-5,0,22.56,1,7,0,21.75,0.5,1,1,24.31,1,1,0,24.31,1
4,13,4,0,23,1,-5,0,22.56,1,7,0,21.75,0.5,2,0,24.31,1,2,0,24.25,1
4,80,5,0,23,1,-5,0,22.62,1,7,0,21.75,0.5,1,1,24.19,1,1,0,24.31,1
2,501,4,0,23.06,1,-4,0,22.69,1,7,0,21.81,0.5,1,1,24.12,1,1,0,24.37,1
2,54,5,0,23.06,1,-5,0,22.69,1,7,0,21.81,0.5,1,1,24.12,1,1,0,24.31,1
4,327,4,0,23.06,1,-5,0,22.69,1,7,0,21.81,0.5,2,1,24.12,1,2,0,24.31,1
5,501,4,0,23.06,1,-5,0,22.69,1,7,0,21.81,0.5,1,1,24.12,1,1,0,24.31,1
3,562,4,0,23.06,1,-4,0,22.69,1,6,0,21.81,0.5,1,1,24.12,1,1,1,24.31,1
5,5,4,0,23.06,1,-4,0,22.69,1,6,0,21.81,0.5,1,1,24.12,1,1,0,24.31,1
3,44,4,0,23.06,1,-5,0,22.62,1,7,0,21.81,0.5,1,1,24.06,1,1,0,24.37,1
4,62,5,0,23.06,1,-5,1,22.62,1,7,0,21.81,0.5,0,1,24.06,1,0,0,24.37,1
4,7,5,0,23.06,1,-5,0,22.62,1,7,0,21.81,0.5,0,1,24.06,1,0,1,24.31,1
4,0,5,0,23.06,1,-5,0,22.62,1,7,0,21.81,0.5,0,1,24.06,1,0,0,24.31,1
5,145,5,0,23.06,1,-5,0,22.62,1,7,0,21.87,0.5,1,1,24.06,1,1,1,24.31,1
5,4,5,0,23.06,1,-5,0,22.62,1,7,0,21.87,0.5,1,1,24.06,1,1,1,24.31,1
5,4,5,0,23.06,1,-5,0,22.62,1,7,0,21.87,0.5,1,1,24.06,1,1,0,24.31,1
5,1,5,0,23.06,1,-5,0,22.62,1,7,1,21.87,0.5,1,1,24.06,1,1,1,24.31,1
4,352,6,0,23.12,1,-5,0,22.5,1,7,0,21.81,0.5,0,0,24.12,1,0,0,24.37,1
2,426,5,0,23.12,1,-4,0,22.5,1,7,0,21.81,0.5,0,1,24.12,1,0,0,24.37,1
2,174,6,0,23.12,1,-5,0,22.62,1,7,0,21.87,0.5,0,1,24.06,1,0,0,24.37,1
2,3,6,0,23.12,1,-5,0,22.62,1,7,0,21.87,0.5,0,1,24.06,1,0,0,24.37,1
4,184,5,0,23.12,1,-5,0,22.62,1,7,0,21.87,0.5,1,1,24.06,1,1,0,24.37,1
